"SourcePostId","Type","Name","Username","Tweet ID (click to view url)","Retweets","Comments","Favorites","Is Retweet?","Date","Tweet Text","Author Followers","Author Friends","Author Favorites","Author Statuses","Author Bio","Author Image","Author Location","Author Verified","Tweet Source","Status URL"
,Post,VÔsonaro 🪖🇧🇷,vosonaro22,1863622539810918600,,,2,no,2024-12-02 10:33:32,@JosoFarias @eronlima1_ Balneário Camboriú é a praia mais democratica que existe se fosse transformar todos os apartamentos de BC em casas térreas faltaria litoral no Brasil! A verdade é todo mundo quer casa na praia sem desmatar a orla! Eu adoro a matemática de alguns!,2578,4473,2,15319,STF fez o que nem Einstein fez alterou o passado e o futuro sem buraco de minhoca!,https://pbs.twimg.com/profile_images/1594171060764790788/Nwn0zUi-_normal.jpg,Miami FL,no,Twitter for iPhone,https://www.twitter.com/vosonaro22/status/1863622539810918600
,Post,Viper,Thiago_666999,1863618909569479113,,,,no,2024-12-02 10:19:07,@lucasnatpho Ate entendo oq vc quis dizer mas acho que pra eles isso ai ta de boa pq entre eles matarem 2 ou 3 animais nem se compara com o estrago ambiental que o desmatamento e as queimadas causam na natureza fora que eles tem passa livre pra isso por causa desse papo de herança história,42,107,,4000,,https://pbs.twimg.com/profile_images/1844478625740943360/Lr2X-t8e_normal.jpg,Brazil,no,Twitter Web App,https://www.twitter.com/Thiago_666999/status/1863618909569479113
,Post,MST Oficial,MST_Oficial,1863617339003978203,12,,28,no,2024-12-02 10:12:52,🪵A agricultura intensiva e o desmatamento ameaçam a capacidade do planeta de atender às necessidades humanas alertou a ONU neste domingo 1º véspera do início da COP16.📲 Saiba mais:https://t.co/OoysOd62DN https://t.co/Hbu7YeaaCK,351410,427,28,66984,🚩Twitter oficial da Página do Movimento dos Trabalhadores Rurais Sem Terra (MST). Acesse nossa Página redes sociais e compre produtos da Reforma Agrária 👇🏾,https://pbs.twimg.com/profile_images/1511416806963126275/UFcuN-eU_normal.jpg,Brasil,no,Twitter for iPhone,https://www.twitter.com/MST_Oficial/status/1863617339003978203
,Post,Cenarium,cenariumam,1863614237848854693,9,1,26,no,2024-12-02 10:00:33,‼️ Neste vídeo o cientista Lucas Ferrante fala sobre análises que apontaram que o desmatamento em um território indígena na BR-319 foi promovido com o uso de 24-D componente químico conhecido como parte do “agente laranja” e utilizado na Guerra do Vietnã. https://t.co/Xua0bFBdYC,2537,178,26,8825,🌿 A Amazônia está aqui. 📰 Agência de Notícias 📖 Revista,https://pbs.twimg.com/profile_images/1807791850323128320/3QljApd__normal.jpg,Manaus ,no,Twitter for iPhone,https://www.twitter.com/cenariumam/status/1863614237848854693
,Post,Espíritos da Luz Protegei-nos!,NelsonClaudioF1,1863609609388192096,1,,4,no,2024-12-02 09:42:09,Comissão aprova proposta que aumenta pena por desmatamento https://t.co/BQAsLi2bNc,5309,6145,4,471545,Se queres ouvir o canto dos pássaros não os prenda na gaiola plante uma ou mais árvores assim estarás evitando o fim da natureza dos animais e das pessoas!,https://pbs.twimg.com/profile_images/1489931660279705602/jCMQZKmx_normal.jpg,Muda Brasil- Brasil !,no,Twitter for Android,https://www.twitter.com/NelsonClaudioF1/status/1863609609388192096
,Post,vino,yunkvinowave,1863608158075203898,,1,5,no,2024-12-02 09:36:23,@Gabs199777 @HeyHipocrita Na esfera ambiental Bolsonaro foi acusado de promover um verdadeiro desmonte das políticas de proteção ambiental. Durante seu governo houve um aumento expressivo no desmatamento da Amazônia com uma fiscalização ambiental enfraquecida e um discurso que incentivava a exploração,8,74,5,449,todo dia uma nova wave do yunk vino,https://pbs.twimg.com/profile_images/1859995421197643783/gv4uOykV_normal.jpg,,no,Twitter Web App,https://www.twitter.com/yunkvinowave/status/1863608158075203898
,Post,Jorge do PT ❤️🍺🚩🚩🇧🇷,ChahadJorge,1863607138154660134,10,2,45,no,2024-12-02 09:32:20,Vou desenhar para vcs:Mucio não cai porque os militares querem ele.O desmatamento e invasão de terras indigenas é protegido pelo Exercito.O centrão tem apoio das Forças Armadas.Parlamentares bolsonaristas não são presos porque tem apoio das FFAA.Entenderam agora?,12166,12759,45,115403,Pai de 3 avô de 2 aposentado lulista petista  artesão cozinheiro bebedor de cerveja Eu enfrentei a ditadura militar,https://pbs.twimg.com/profile_images/1368696472808677378/miiUhrZq_normal.jpg,Natal RN,no,Twitter Web App,https://www.twitter.com/ChahadJorge/status/1863607138154660134
,Post,cælcinha da winter,winterparaense,1863599650038563202,,,9,no,2024-12-02 09:02:35,na moral que PORRA de tweet eh este smt jumento a caça local nunca vai ter o msm impacto que o desmatamento ou a caça furtiva de animais silvestresmas n da pra esperar muito de um cara com ESSA bio https://t.co/iP7Uvihfnf,24,31,9,792,nao toque nessa mulher pq ela é minha amor vai com deus estou te esperando o tempo que for necessário te amo WINTER DO AESPA obrigada por existir em minha vida,https://pbs.twimg.com/profile_images/1863241367079526400/3Pd0lXrA_normal.jpg,Pará Brazil,no,Twitter for iPhone,https://www.twitter.com/winterparaense/status/1863599650038563202
,Post,Cenarium,cenariumam,1863598522907410509,1,,4,no,2024-12-02 08:58:06,‼️ BR-319: Ataques químicos contra indígenas expõem falta de consultaNesta análise o cientista Lucas Ferrante fala sobre análises que apontaram que o desmatamento em um território indígena na BR-319 foi promovido com o uso de 24-D componente químico conhecido como parte do… https://t.co/ItmT3XaFCy,2537,178,4,8825,🌿 A Amazônia está aqui. 📰 Agência de Notícias 📖 Revista,https://pbs.twimg.com/profile_images/1807791850323128320/3QljApd__normal.jpg,Manaus ,no,Twitter Web App,https://www.twitter.com/cenariumam/status/1863598522907410509
,Post,Lary lascadaˢᵖᶠᶜ,Magryssa,1863596315084472336,,,1,no,2024-12-02 08:49:20,Mds que calor mds mds mds não consigo pensar mds que calor eu tô derretendo juro tô suando igual uma porca cara pelamor parem de desmatar e jogar tanto CO² na atmosfera eu não aguento mais mano que calor que calor mds que desgraça como é que vive num mundo desse onde faz 42°?,345,224,1,82666,São Paulo Futebol Clube e nada mais 🇾🇪,https://pbs.twimg.com/profile_images/1853523020058394624/NYdlnD0q_normal.jpg,Alagoinha Brasil,no,Twitter for Android,https://www.twitter.com/Magryssa/status/1863596315084472336
,Post,Rafael Primo,rafaelprimorp1,1863589833890783689,,,,no,2024-12-02 08:23:34,Governo LULA reduziu o desmatamento em 45% nesses 2 anos de governo diferente do Bolsonaro que em 4 anos subiu 59% o desmatamento. #desmatamento #Lula #bolsonaro https://t.co/QHkU16JfH1,80,62,,45,,https://pbs.twimg.com/profile_images/1861098785004277760/ZTPoVo0e_normal.jpg,,no,Twitter for Android,https://www.twitter.com/rafaelprimorp1/status/1863589833890783689
,Post,measyou aka lucas,measluscas,1863573246387363930,,1,1,no,2024-12-02 07:17:40,Insano como alguém pode ser tão BURRO!A caça local JAMAIS terá o impacto que o desmatamento trás desde que o mundo é mundo o homem branco quer porque quer levantar uma pauta inexistente…,391,283,1,5377,apenas outro rosto apenas outro nome,https://pbs.twimg.com/profile_images/1845638979946795009/bMo5U_7F_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/measluscas/status/1863573246387363930
,Post,Brazil enDireita! 💎 🇧🇷 🇮🇱,BrazilenDireita,1863573241144422582,5,2,8,no,2024-12-02 07:17:38,Enquanto isso as cortinas de fumaça para abafar:- Dólar a R$ 600;- Inflação acima da meta;- Rombos nas contas públicas;- Desmatamento #Amazônia é o maior dos últimos 15 anos;Chega #Natal e Ano Novo só não chega o corte de gastos do perdulário governo #comunista. https://t.co/LbMSxwdweD,25540,5846,8,33928,Os princípios e valores cristãos são imutáveis.  A fé e a moral cristã são inegociáveis. Deus Família Pátria e Liberdade!,https://pbs.twimg.com/profile_images/1849215586556956672/4kA8jhpL_normal.jpg,,no,Twitter Web App,https://www.twitter.com/BrazilenDireita/status/1863573241144422582
,Post,Hosana Marino💚🇧🇷💛,HosanaMarino,1863565427634307561,1,,4,no,2024-12-02 06:46:35,@senadorhumberto -Recorde de desmatamento na Amazônia -Recorde de queimadas na Amazônia/Pantanal -Recorde de mortes dos Yanomamis -Recorde de mortes por dengue -Maior alta do dólar da história -Divida pública maior da história (9 trilhões)Realmente o Brasil tá voando. 🤡,12490,11620,4,38822,Por um Brasil melhor   lista SDV 🚫,https://pbs.twimg.com/profile_images/1297312712977010690/XgdKUhsE_normal.jpg,Americana Brasil,no,Twitter for Android,https://www.twitter.com/HosanaMarino/status/1863565427634307561
,Post,Joaquim Dias,creiaemcristoja,1863554803114131907,,6,1,no,2024-12-02 06:04:22,@choquei O Brasil tem ouro demais tb. O problema é que por cima estão cidades tombadas como patrimônio histórico. Aqui não pode desmatar explorar petróleo. Aqui só pode vender pra china nossa maior reserva de Urânio.,6221,7322,1,10960,Um pecador salvo por Jesus. Amo a Cristo minha família e meu Brasil! Creia também em Jesus! Só ele pode salvar sua vida!,https://pbs.twimg.com/profile_images/1844173343999586312/BoPfCilb_normal.jpg,Estados Unidos,no,Twitter Web App,https://www.twitter.com/creiaemcristoja/status/1863554803114131907
,Post,Portal Amazônia,PortalAmazonia,1863553706559434854,,,1,no,2024-12-02 06:00:01,#tecnologia I O Imazon analisou imagens com e sem desmatamento da região obtidas do Projeto Copernicus (ESA) através do Google para treinamento dos modelos desenvolvidos pelo IMPA.https://t.co/EpMxHOpq6r,111664,110,1,110868,🌳 O portal para a Amazônia 🌳  🖥 Contato: jornalismo@portalamazonia.com,https://pbs.twimg.com/profile_images/1790822496289112064/fFmdM6yX_normal.jpg,Manaus - Amazonas,no,Twitter Web App,https://www.twitter.com/PortalAmazonia/status/1863553706559434854
,Post,Melissa Tânica,melissa_tanica,1863548412685115736,,,1,no,2024-12-02 05:38:59,@nonoinvestidor Gente mas a culpa das mudanças climáticas não é por conta do desmatamento na Amazônia que tá batendo recordes esse ano?,70,99,1,10714,,https://pbs.twimg.com/profile_images/1566917221795991556/838w9KdY_normal.jpg,,no,Twitter Web App,https://www.twitter.com/melissa_tanica/status/1863548412685115736
,Post,TE BRASILIA LIBERTAS -LA LIBERTÉ OU LA MORT,Jostorquatoyma1,1863536628506951860,,,1,no,2024-12-02 04:52:09,BIS - Pelo quinto mês consecutivo é registrado aumento no desmatamento na Amazônia ☛ https://t.co/xm9pUWrbOW ✅ Compartilhe https://t.co/OfGli3Qcwk,2137,4064,1,47850,BRASILIA vivimus quamdiu amamus IT'  SEJA ANORMALSEU SONHO VALE MAIS  (quando berços existem)  j.Torquato.,https://pbs.twimg.com/profile_images/1851201845554782208/4qkwmbnw_normal.jpg,MACEIÓ - ALAGOAS - NORDESTE BR,no,Twitter Web App,https://www.twitter.com/Jostorquatoyma1/status/1863536628506951860
,Post,TE BRASILIA LIBERTAS -LA LIBERTÉ OU LA MORT,Jostorquatoyma1,1863536045947543689,,,1,no,2024-12-02 04:49:50,Pelo quinto mês consecutivo é registrado aumento no desmatamento na Amazônia ☛ https://t.co/xm9pUWrbOW✅ Compartilhe,2137,4064,1,47850,BRASILIA vivimus quamdiu amamus IT'  SEJA ANORMALSEU SONHO VALE MAIS  (quando berços existem)  j.Torquato.,https://pbs.twimg.com/profile_images/1851201845554782208/4qkwmbnw_normal.jpg,MACEIÓ - ALAGOAS - NORDESTE BR,no,Twitter Web App,https://www.twitter.com/Jostorquatoyma1/status/1863536045947543689
,Post,Arthur,arthurgominho,1863528856759464088,,,2,no,2024-12-02 04:21:16,@Tiagogreis E a desmatamento mais lindo ainda!!,81,642,2,2952,Aventureiro Profissional,https://pbs.twimg.com/profile_images/1731807770158960640/NR9DpUF4_normal.jpg,Floripa SC,no,Twitter for iPhone,https://www.twitter.com/arthurgominho/status/1863528856759464088
,Post,Mathias,m4t7hias,1863435762429010081,,,1,no,2024-12-01 22:11:21,MEU BROTHER COMO QUE EU VOU FAZER UM CACETE DE PROPOSTA DE INTERVENÇÃO PRO DESMATAMENTO NA AMAZÔNIA O CARALHO???????????,15,25,1,167,~ “𝒯ℴ𝒹𝒶 𝓃ℴ𝒾𝓉ℯ ℯ𝓊 𝓆𝓊ℯ𝓇ℴ 𝓆𝓊ℯ 𝓋ℴ𝒸ℯ̂...“ @nalivyyy ⠀⠀⠀⠀ ~ ℳ𝒾𝓃𝒶𝓈 𝒶𝒸𝒾𝓂𝒶 𝒹ℯ 𝓉𝓊𝒹ℴ， 𝒮𝒶𝓃𝓉ℴ𝓈 𝒶𝒸𝒾𝓂𝒶 𝒹ℯ 𝓉ℴ𝒹ℴ𝓈,https://pbs.twimg.com/profile_images/1848184489287024640/Ha5IlSni_normal.jpg,ondecuvirarola,no,Twitter for Android,https://www.twitter.com/m4t7hias/status/1863435762429010081
,Post,helo,hyekannabis,1863413630575825006,,,2,no,2024-12-01 20:43:24,uma coisa é ter pelos a outra é ter desmatado a floresta amazônica pra colar no peito,13,33,2,2549,ela/dela,https://pbs.twimg.com/profile_images/1852119189802098688/Sq6oy3sk_normal.jpg,,no,Twitter for Android,https://www.twitter.com/hyekannabis/status/1863413630575825006
,Post,📖Rossi,rossi_suii,1863411790194872622,,,1,no,2024-12-01 20:36:05,@ReppyLottl Deve ter desmatado a floresta então KSKSKSKSKSKSK,108,606,1,4917,Escritor|  Gamer | Curto cultura geek | Amo todo tipo de arte |  Ele/dele|  Icon: @kaisansuii_BR | Banner @eiemiya | Mod em: @webzihao @YanVtuber @Dragunnn507,https://pbs.twimg.com/profile_images/1826765461674995712/KfIDIy36_normal.jpg,,no,Twitter for Android,https://www.twitter.com/rossi_suii/status/1863411790194872622
,Post,Luan,cpx_sla,1863394852395737135,,,2,no,2024-12-01 19:28:47,e na semana seguinte o prefeito manda desmatar metade da cidade 🤩,685,392,2,19797,Eu não mando nesse mundo nem o meu terá chefia || Quilombola || (quase) dançarine e um dia DJ! || Ciências Sociais - UFRGS,https://pbs.twimg.com/profile_images/1853930769284050945/tQYSP7B5_normal.jpg,Algum lugar de poa,no,Twitter for Android,https://www.twitter.com/cpx_sla/status/1863394852395737135
,Post,🇧🇷🌻🇧🇷 Raxel XerAzêda🇧🇷 💖 🇧🇷SDV,raxazeda,1863390490630279517,,,1,no,2024-12-01 19:11:27,@Real_Tutatux @Semnomeainda32 @Zanfa Os esquerdopatas são os verdadeiros traidores da pátria que apoiam a queima do pantanal e o desmatamento da amazônia. Os mesmos que apoiam HAMAS e na hora de defenderem as mulheres contra a violência fingem que nem ouvem. Ainda querem prender gente sem provas e sem motivos…,7235,7059,1,42494,Perfil Paródia Política / Ácida / Personagem Fictícia / DIREITA ABSOLUTA / Falo o que quero enquanto puder / Casada / Sigo todos que me seguem 🌻,https://pbs.twimg.com/profile_images/1592491379460128768/LPTTx8gX_normal.jpg,Onde Lula Roubou as Botas BR,no,Twitter Web App,https://www.twitter.com/raxazeda/status/1863390490630279517
,Post,Ana LuízaⓂ️🔰🐶,AnaLuizaHolan10,1863376720058831061,6,1,19,no,2024-12-01 18:16:44,🟢Mais um recorde negativo do desgoverno @LulaOficial : o Instituto Imazon revelou que em outubro a Amazônia registrou o quinto mês consecutivo de aumento no desmatamento e na degradação florestal causados pelo fogo e pela extração ilegal de madeira. A média do ano chegou a… https://t.co/zgFRsnEZzB,13637,11951,19,242294,Brasileira indignada com à corrupção e impunidade. LAVAJATISTA ativista antipetista e ambientalista. NÃO IDOLATRO POLÍTICOS! #QuemMandouMatarMoro,https://pbs.twimg.com/profile_images/1844112385503580161/h0ELmZ-j_normal.jpg,Fortaleza/CE,no,Twitter Web App,https://www.twitter.com/AnaLuizaHolan10/status/1863376720058831061
,Post,Espíritos da Luz Protegei-nos!,NelsonClaudioF1,1863369168772284678,1,,3,no,2024-12-01 17:46:44,Agricultura intensiva e desmatamento levam planeta ‘à beira do precipício’ diz ONU https://t.co/LJX1X4SrDk,5310,6142,3,471414,Se queres ouvir o canto dos pássaros não os prenda na gaiola plante uma ou mais árvores assim estarás evitando o fim da natureza dos animais e das pessoas!,https://pbs.twimg.com/profile_images/1489931660279705602/jCMQZKmx_normal.jpg,Muda Brasil- Brasil !,no,Twitter for Android,https://www.twitter.com/NelsonClaudioF1/status/1863369168772284678
,Post,dona de si🌹,pdrogomess,1863365692747084054,,,1,no,2024-12-01 17:32:55,O Calor está de matar… então por favor caros humanos parem de fazer desmatamento eu imploro,134,45,1,3010,Vinho na taça cigarro na mão sempre 💋,https://pbs.twimg.com/profile_images/1853464615637692416/snp6s4t1_normal.jpg,New York England,no,Twitter for iPhone,https://www.twitter.com/pdrogomess/status/1863365692747084054
,Post,Correio Braziliense,correio,1863357410544369763,,1,1,no,2024-12-01 17:00:00,📰Agricultura intensiva e desmatamento levam planeta à beira do precipício diz ONUA agricultura está associada a 23% das emissões de gases de efeito estufa 80% do desmatamento e 70% do uso de água doce.https://t.co/HBMKuvIeZn,885570,109,1,541886,Você à frente de tudo,https://pbs.twimg.com/profile_images/1047175553655164929/dwPetf_K_normal.jpg,Brasília Brasil,no,Twitter Web App,https://www.twitter.com/correio/status/1863357410544369763
,Post,ester jurídico agathario,luthorbae,1863349832389103905,,,1,no,2024-12-01 16:29:54,@laurenutts os bebês num tom verde desmatamento,5530,4566,1,107512,this account shipps a fantasy inside a fantasy couple (ela/dela) (fan account),https://pbs.twimg.com/profile_images/1843825280105758721/FhKEZZq3_normal.jpg,,no,Twitter for iPhone,https://www.twitter.com/luthorbae/status/1863349832389103905
,Post,Luan,cpx_sla,1863348892739285306,,1,3,no,2024-12-01 16:26:10,*Melo pensando em qual bairro ele vai desmatar semana que vem ensinar a população tá em baixo da água,685,392,3,19792,Eu não mando nesse mundo nem o meu terá chefia || Quilombola || (quase) dançarine e um dia DJ! || Ciências Sociais - UFRGS,https://pbs.twimg.com/profile_images/1853930769284050945/tQYSP7B5_normal.jpg,Algum lugar de poa,no,Twitter for Android,https://www.twitter.com/cpx_sla/status/1863348892739285306
